local_time LA (airport),Ff,N,VV,Td,RRR
03.05.2017 23:00,3,20-0%.,16,15,
03.05.2017 17:00,6,20-0%.,16,15,
03.05.2017 11:00,5,50%.,12,14.4,
03.05.2017 08:00,2,70 -80%.,,15.6,
03.05.2017 05:00,2,70 -80%.,16,15.6,
02.05.2017 23:00,0,20-0%.,16,14.4,
02.05.2017 17:00,4,50%.,16,13.3,
02.05.2017 11:00,5,50%.,11,14.4,
02.05.2017 05:00,2,20-0%.,16,13.9,
01.05.2017 23:00,2,20-0%.,16,15,
01.05.2017 17:00,6,Cloudless,16,11.7,
01.05.2017 11:00,5,Cloudless,16,11.7,
01.05.2017 05:00,2,20-0%.,16,10.6,
30.04.2017 23:00,3,Cloudless,16,11.1,
30.04.2017 17:00,6,Cloudless,16,10,
30.04.2017 11:00,2,20-0%.,16,-3,
30.04.2017 05:00,2,Cloudless,16,5,
29.04.2017 23:00,0,Cloudless,16,7.2,
29.04.2017 17:00,9,Cloudless,16,6.7,
29.04.2017 11:00,4,Cloudless,16,-7.8,
29.04.2017 05:00,2,Cloudless,16,-8.9,
28.04.2017 23:00,7,Cloudless,16,-1.7,
28.04.2017 17:00,10,50%.,16,10,
28.04.2017 11:00,6,20-0%.,16,0,
28.04.2017 05:00,10,50%.,16,-1.1,
27.04.2017 23:00,8,50%.,16,0,
27.04.2017 17:00,6,50%.,16,12.2,
27.04.2017 11:00,5,70 -80%.,16,12.8,
27.04.2017 05:00,2,50%.,14,12.8,
26.04.2017 23:00,3,70 -80%.,16,13.3,
26.04.2017 17:00,10,70 -80%.,16,12.8,
26.04.2017 11:00,6,70 -80%.,14,12.8,
26.04.2017 05:00,3,50%.,16,11.7,
25.04.2017 23:00,8,70 -80%.,16,1.7,
25.04.2017 17:00,6,70 -80%.,16,11.7,
25.04.2017 11:00,6,70 -80%.,16,3.9,
25.04.2017 05:00,3,20-0%.,16,6.1,
24.04.2017 23:00,3,70 -80%.,16,12.2,
24.04.2017 17:00,5,70 -80%.,16,10.6,
24.04.2017 11:00,5,70 -80%.,11,13.3,
24.04.2017 05:00,2,70 -80%.,16,11.1,
23.04.2017 23:00,4,20-0%.,16,10.6,
23.04.2017 17:00,8,20-0%.,16,11.1,
23.04.2017 11:00,3,20-0%.,16,12.2,
23.04.2017 05:00,2,20-0%.,16,12.8,
22.04.2017 23:00,0,20-0%.,16,11.7,
22.04.2017 17:00,8,20-0%.,16,9.4,
22.04.2017 11:00,4,50%.,16,13.9,
22.04.2017 05:00,2,Cloudless,14,13.3,
21.04.2017 23:00,2,Cloudless,16,10.6,
21.04.2017 17:00,7,Cloudless,16,5.6,
21.04.2017 11:00,2,Cloudless,16,9.4,
21.04.2017 05:00,2,Cloudless,16,12.8,
20.04.2017 23:00,0,20-0%.,16,3.9,
20.04.2017 17:00,11,Cloudless,16,10,
20.04.2017 11:00,4,Cloudless,12,12.2,
20.04.2017 05:00,2,Cloudless,14,12.2,
19.04.2017 23:00,3,Cloudless,16,12.2,
19.04.2017 17:00,6,20-0%.,16,12.8,
19.04.2017 11:00,5,50%.,14,13.9,
19.04.2017 05:00,2,100%.,8,14.4,Signs of precipitation
18.04.2017 23:00,4,The sky is not visible due to fog and/or other meteorological phenomena.,3.2,15.6,Signs of precipitation
18.04.2017 17:00,6,50%.,16,15.6,
18.04.2017 11:00,4,50%.,11,14.4,
18.04.2017 08:00,2,70 -80%.,,13.9,
18.04.2017 05:00,2,70 -80%.,12,13.9,
17.04.2017 23:00,5,The sky is not visible due to fog and/or other meteorological phenomena.,0.4,15,
17.04.2017 17:00,6,50%.,16,15,
17.04.2017 11:00,2,70 -80%.,16,6.7,
17.04.2017 05:00,0,70 -80%.,16,9.4,
16.04.2017 23:00,6,50%.,16,10.6,
16.04.2017 17:00,6,50%.,16,11.1,
16.04.2017 11:00,4,20-0%.,16,10,
16.04.2017 05:00,2,50%.,16,10,
15.04.2017 23:00,0,20-0%.,16,12.2,
15.04.2017 17:00,5,20-0%.,16,10,
15.04.2017 11:00,4,20-0%.,16,7.2,
15.04.2017 05:00,2,Cloudless,16,8.3,
14.04.2017 23:00,4,Cloudless,16,10.6,
14.04.2017 17:00,7,Cloudless,16,8.3,
14.04.2017 11:00,0,20-0%.,16,4.4,
14.04.2017 05:00,2,Cloudless,16,8.9,
13.04.2017 23:00,2,Cloudless,16,8.9,
13.04.2017 17:00,8,50%.,16,12.8,
13.04.2017 11:00,5,70 -80%.,12,11.1,
13.04.2017 05:00,0,20-0%.,16,10.6,
12.04.2017 23:00,4,70 -80%.,14,14.4,
12.04.2017 17:00,8,100%.,4,14.4,
12.04.2017 11:00,3,20-0%.,14,11.1,
12.04.2017 05:00,3,Cloudless,16,11.1,
11.04.2017 23:00,7,Cloudless,16,11.7,
11.04.2017 17:00,8,20-0%.,16,11.7,
11.04.2017 11:00,2,70 -80%.,16,5,
11.04.2017 05:00,0,20-0%.,16,7.2,
10.04.2017 23:00,2,Cloudless,16,10,
10.04.2017 17:00,7,Cloudless,16,5,
10.04.2017 11:00,2,50%.,16,3.9,
10.04.2017 05:00,2,Cloudless,16,9.4,
09.04.2017 23:00,0,20-0%.,16,7.8,
09.04.2017 17:00,7,20-0%.,16,6.1,
09.04.2017 11:00,0,100%.,16,8.3,
09.04.2017 05:00,3,Cloudless,16,3.9,
08.04.2017 23:00,4,Cloudless,16,1.7,
08.04.2017 17:00,12,20-0%.,16,8.9,
08.04.2017 11:00,4,70 -80%.,16,12.2,
08.04.2017 05:00,3,100%.,4.8,13.3,10
07.04.2017 23:00,3,70 -80%.,16,12.8,
07.04.2017 17:00,5,70 -80%.,16,11.7,
07.04.2017 11:00,5,70 -80%.,14,11.7,
07.04.2017 05:00,2,70 -80%.,16,11.1,
06.04.2017 23:00,3,20-0%.,16,12.2,
06.04.2017 17:00,6,70 -80%.,16,13.3,
06.04.2017 11:00,4,70 -80%.,8,13.9,
06.04.2017 05:00,3,50%.,14,13.3,
05.04.2017 23:00,2,Cloudless,16,13.3,
05.04.2017 17:00,6,20-0%.,16,13.3,
05.04.2017 11:00,2,70 -80%.,12,9.4,
05.04.2017 05:00,3,20-0%.,12,12.8,
04.04.2017 23:00,2,20-0%.,16,12.8,
04.04.2017 17:00,8,50%.,16,11.7,
04.04.2017 11:00,4,50%.,12,11.1,
04.04.2017 05:00,0,100%.,16,10.6,
03.04.2017 23:00,2,70 -80%.,16,11.1,
03.04.2017 17:00,6,50%.,16,11.1,
03.04.2017 11:00,3,70 -80%.,12,10.6,
03.04.2017 05:00,2,100%.,14,11.1,
02.04.2017 23:00,3,70 -80%.,16,11.7,
02.04.2017 17:00,5,50%.,14,12.2,
02.04.2017 11:00,0,20-0%.,16,11.1,
02.04.2017 05:00,2,Cloudless,16,9.4,
01.04.2017 23:00,2,Cloudless,16,10.6,
01.04.2017 17:00,6,20-0%.,16,8.9,
01.04.2017 11:00,3,Cloudless,16,3.3,
01.04.2017 05:00,0,Cloudless,16,6.7,
31.03.2017 23:00,2,Cloudless,16,9.4,
31.03.2017 17:00,5,Cloudless,16,4.4,
31.03.2017 11:00,6,Cloudless,16,-3.9,
31.03.2017 05:00,4,Cloudless,16,0.6,
30.03.2017 23:00,6,20-0%.,16,-2.2,
30.03.2017 17:00,13,20-0%.,12,11.1,
30.03.2017 11:00,3,50%.,11,13.3,
30.03.2017 05:00,0,Cloudless,16,11.7,
29.03.2017 23:00,2,Cloudless,16,12.2,
29.03.2017 17:00,6,20-0%.,16,8.9,
29.03.2017 11:00,2,20-0%.,16,11.1,
29.03.2017 05:00,3,Cloudless,16,11.7,
28.03.2017 23:00,2,Cloudless,16,7.8,
28.03.2017 17:00,5,20-0%.,16,10,
28.03.2017 11:00,0,20-0%.,16,6.1,
28.03.2017 05:00,2,Cloudless,16,3.9,
27.03.2017 23:00,5,Cloudless,16,1.7,
27.03.2017 17:00,10,20-0%.,16,11.1,
27.03.2017 11:00,2,50%.,16,10.6,
27.03.2017 05:00,2,20-0%.,16,11.1,
26.03.2017 23:00,7,50%.,16,11.1,
26.03.2017 17:00,6,50%.,16,12.2,
26.03.2017 11:00,2,50%.,12,11.1,
26.03.2017 05:00,0,70 -80%.,16,12.8,
25.03.2017 22:00,4,20-0%.,16,12.2,
25.03.2017 16:00,8,70 -80%.,16,13.3,
25.03.2017 13:00,5,50%.,,12.2,
25.03.2017 10:00,5,50%.,16,12.2,
25.03.2017 04:00,4,20-0%.,16,10.6,Signs of precipitation
24.03.2017 22:00,6,50%.,16,11.7,
24.03.2017 19:00,9,50%.,,12.2,
24.03.2017 16:00,9,50%.,16,12.2,
24.03.2017 10:00,2,50%.,14,8.9,
24.03.2017 04:00,3,50%.,14,8.9,
23.03.2017 22:00,2,Cloudless,16,11.1,
23.03.2017 16:00,9,20-0%.,16,10,
23.03.2017 10:00,7,20-0%.,16,5.6,
23.03.2017 04:00,3,20-0%.,16,5.6,
22.03.2017 22:00,5,20-0%.,16,10,
22.03.2017 16:00,12,20-0%.,16,12.8,
22.03.2017 10:00,5,70 -80%.,12,13.9,
22.03.2017 07:00,2,100%.,,14.4,
22.03.2017 04:00,2,100%.,8,14.4,0.3
21.03.2017 22:00,3,100%.,16,14.4,0.8
21.03.2017 16:00,3,100%.,11,13.9,0.5
21.03.2017 10:00,4,70 -80%.,11,12.2,Signs of precipitation
21.03.2017 04:00,0,70 -80%.,16,12.2,
20.03.2017 22:00,3,70 -80%.,16,12.2,
20.03.2017 16:00,7,70 -80%.,16,10,
20.03.2017 10:00,3,70 -80%.,11,10.6,
20.03.2017 04:00,3,100%.,14,11.7,
19.03.2017 22:00,2,100%.,16,11.7,
19.03.2017 16:00,6,50%.,16,12.2,
19.03.2017 10:00,5,100%.,4,12.8,
19.03.2017 04:00,3,100%.,4,12.8,
18.03.2017 22:00,5,70 -80%.,12,12.8,
18.03.2017 16:00,5,50%.,16,12.2,
18.03.2017 10:00,2,70 -80%.,8,12.8,
18.03.2017 04:00,2,100%.,4,12.8,
17.03.2017 22:00,2,20-0%.,4.8,12.2,
17.03.2017 16:00,4,70 -80%.,1.6,13,
17.03.2017 10:00,5,70 -80%.,4,14.4,
17.03.2017 04:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.2,12.8,
16.03.2017 22:00,3,20-0%.,4,12.8,
16.03.2017 16:00,4,20-0%.,16,13.3,
16.03.2017 10:00,2,20-0%.,11,13.3,
16.03.2017 04:00,3,20-0%.,11,13.3,
15.03.2017 22:00,0,Cloudless,16,13.3,
15.03.2017 16:00,5,20-0%.,16,11.1,
15.03.2017 10:00,4,70 -80%.,9,13.9,
15.03.2017 04:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.1,12.8,
14.03.2017 22:00,3,70 -80%.,11,13.9,
14.03.2017 16:00,6,70 -80%.,12,13,
14.03.2017 10:00,5,50%.,11,12.2,
14.03.2017 04:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.1,11.7,
13.03.2017 22:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,1.2,12.8,
13.03.2017 16:00,4,20-0%.,9,13.3,
13.03.2017 10:00,3,50%.,4.8,13.3,
13.03.2017 04:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,0.2,12.2,
12.03.2017 22:00,3,20-0%.,6,12.8,
12.03.2017 16:00,5,70 -80%.,2.4,12.8,
12.03.2017 10:00,0,Cloudless,4.8,13.3,
12.03.2017 04:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.2,12.2,
11.03.2017 22:00,0,20-0%.,12,13.3,
11.03.2017 16:00,5,50%.,16,12.2,
11.03.2017 10:00,0,20-0%.,11,10,
11.03.2017 04:00,0,Cloudless,16,11.7,
10.03.2017 22:00,3,70 -80%.,16,13.3,
10.03.2017 16:00,6,70 -80%.,16,7.8,
10.03.2017 10:00,0,70 -80%.,9,8.9,
10.03.2017 04:00,2,20-0%.,16,8.9,
09.03.2017 22:00,2,Cloudless,16,10.6,
09.03.2017 16:00,5,20-0%.,16,7.2,
09.03.2017 10:00,2,20-0%.,16,7.2,
09.03.2017 04:00,2,Cloudless,16,8.9,
08.03.2017 22:00,0,20-0%.,16,10,
08.03.2017 16:00,6,50%.,16,8.9,
08.03.2017 10:00,2,70 -80%.,16,3.9,
08.03.2017 04:00,0,70 -80%.,16,5.6,
07.03.2017 22:00,3,20-0%.,16,7.8,
07.03.2017 16:00,6,20-0%.,16,6.1,
07.03.2017 10:00,3,50%.,16,0.6,
07.03.2017 04:00,3,Cloudless,16,-1.7,
06.03.2017 22:00,2,Cloudless,16,-1.1,
06.03.2017 16:00,7,20-0%.,16,4.4,
06.03.2017 10:00,4,20-0%.,16,-3.3,
06.03.2017 04:00,3,Cloudless,16,-0.6,
05.03.2017 22:00,3,Cloudless,16,2.2,
05.03.2017 19:00,9,50%.,,6.7,
05.03.2017 16:00,9,50%.,16,6.7,
05.03.2017 10:00,6,70 -80%.,16,10.6,
05.03.2017 04:00,2,100%.,16,10,
04.03.2017 22:00,2,70 -80%.,16,11.1,
04.03.2017 16:00,5,70 -80%.,16,12.2,
04.03.2017 10:00,3,70 -80%.,16,8.9,
04.03.2017 04:00,0,70 -80%.,16,7.2,
03.03.2017 22:00,2,Cloudless,16,6.1,
03.03.2017 19:00,6,50%.,,2.8,
03.03.2017 16:00,6,50%.,16,2.8,
03.03.2017 10:00,4,50%.,16,-3.9,
03.03.2017 04:00,2,Cloudless,16,-2.2,
02.03.2017 22:00,0,20-0%.,16,8.9,
02.03.2017 16:00,5,50%.,16,-4.4,
02.03.2017 10:00,0,20-0%.,16,-1.7,
02.03.2017 04:00,2,Cloudless,16,-1.7,
01.03.2017 22:00,2,Cloudless,16,5,
01.03.2017 16:00,7,Cloudless,16,6.7,
01.03.2017 10:00,3,Cloudless,16,3.3,
01.03.2017 04:00,2,Cloudless,16,2.2,
28.02.2017 22:00,2,Cloudless,16,6.1,
28.02.2017 16:00,5,20-0%.,16,8.3,
28.02.2017 10:00,4,20-0%.,16,1.1,
28.02.2017 04:00,3,50%.,16,1.7,
27.02.2017 22:00,3,50%.,16,8.3,
27.02.2017 19:00,4,100%.,,8.3,
27.02.2017 16:00,4,100%.,16,8.3,
27.02.2017 10:00,3,70 -80%.,16,7.2,
27.02.2017 04:00,3,70 -80%.,16,6.7,
26.02.2017 22:00,3,70 -80%.,16,7.8,
26.02.2017 16:00,4,70 -80%.,16,7.2,0.5
26.02.2017 10:00,3,100%.,16,7.2,1
26.02.2017 07:00,3,100%.,,4.4,Signs of precipitation
26.02.2017 04:00,3,100%.,16,4.4,Signs of precipitation
25.02.2017 22:00,3,50%.,16,5.6,
25.02.2017 16:00,4,70 -80%.,16,7.2,
25.02.2017 10:00,0,50%.,16,5,
25.02.2017 04:00,2,Cloudless,16,3.3,
24.02.2017 22:00,3,Cloudless,16,5,
24.02.2017 16:00,7,Cloudless,16,2.2,
24.02.2017 10:00,3,50%.,16,-2.2,
24.02.2017 04:00,3,Cloudless,16,-5,
23.02.2017 22:00,4,Cloudless,16,-8.9,
23.02.2017 16:00,11,20-0%.,16,1.7,
23.02.2017 10:00,5,20-0%.,16,-2.8,
23.02.2017 04:00,4,Cloudless,16,-1.1,
22.02.2017 22:00,3,Cloudless,16,1.1,
22.02.2017 19:00,11,20-0%.,,9.4,
22.02.2017 16:00,11,20-0%.,16,9.4,
22.02.2017 10:00,6,50%.,16,10,
22.02.2017 04:00,3,50%.,16,11.1,
21.02.2017 22:00,4,100%.,16,13.9,
21.02.2017 16:00,4,70 -80%.,16,13.3,Signs of precipitation
21.02.2017 10:00,2,100%.,11,14.4,0.3
21.02.2017 04:00,0,70 -80%.,16,13.3,
20.02.2017 22:00,0,100%.,16,13.3,0.3
20.02.2017 16:00,0,100%.,9,12.8,
20.02.2017 10:00,6,100%.,4,11.7,0.8
20.02.2017 04:00,3,100%.,6,11.7,1
19.02.2017 22:00,2,100%.,16,10,Signs of precipitation
19.02.2017 16:00,4,70 -80%.,16,10,Signs of precipitation
19.02.2017 10:00,2,100%.,16,10,0.3
19.02.2017 04:00,0,70 -80%.,14,10.6,
18.02.2017 22:00,0,50%.,16,10.6,
18.02.2017 16:00,7,70 -80%.,16,11.1,0.5
18.02.2017 10:00,3,100%.,2.8,12.2,4
18.02.2017 04:00,5,100%.,4.8,11.1,4
17.02.2017 22:00,5,100%.,11,11.7,17
17.02.2017 16:00,9,100%.,3.2,13.3,23
17.02.2017 10:00,7,100%.,12,11.7,Signs of precipitation
17.02.2017 04:00,4,100%.,16,12.2,
16.02.2017 22:00,2,100%.,16,13.3,
16.02.2017 16:00,5,50%.,16,12.8,
16.02.2017 10:00,0,70 -80%.,9,12.2,
16.02.2017 04:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.1,12.8,
15.02.2017 22:00,3,50%.,11,13.3,
15.02.2017 16:00,6,50%.,16,13.3,
15.02.2017 10:00,5,70 -80%.,9,12.2,
15.02.2017 04:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.2,11.7,
14.02.2017 22:00,4,100%.,11,13.3,
14.02.2017 16:00,5,20-0%.,16,13.9,
14.02.2017 10:00,3,70 -80%.,8,13.3,
14.02.2017 04:00,0,70 -80%.,14,12.8,
13.02.2017 22:00,2,50%.,16,11.7,
13.02.2017 16:00,4,70 -80%.,14,11.7,
13.02.2017 10:00,0,50%.,16,3.9,
13.02.2017 04:00,2,Cloudless,16,7.8,
12.02.2017 22:00,2,Cloudless,16,10,
12.02.2017 16:00,4,20-0%.,12,7.8,
12.02.2017 10:00,3,20-0%.,16,11.1,
12.02.2017 04:00,2,20-0%.,16,10.6,
11.02.2017 22:00,3,70 -80%.,16,10,
11.02.2017 16:00,7,50%.,16,10.6,
11.02.2017 10:00,6,70 -80%.,16,13.3,0.3
11.02.2017 04:00,2,100%.,12,14.4,0.5
10.02.2017 22:00,2,100%.,11,15,6
10.02.2017 16:00,3,100%.,6,14.4,1
10.02.2017 10:00,2,70 -80%.,8,14.4,
10.02.2017 04:00,4,70 -80%.,14,13.3,
09.02.2017 22:00,2,50%.,16,14.4,
09.02.2017 16:00,5,The sky is not visible due to fog and/or other meteorological phenomena.,0.4,15,
09.02.2017 10:00,2,70 -80%.,1.2,15,
09.02.2017 04:00,0,The sky is not visible due to fog and/or other meteorological phenomena.,0.2,13.9,
08.02.2017 22:00,4,The sky is not visible due to fog and/or other meteorological phenomena.,0.8,14.4,
08.02.2017 16:00,4,50%.,12,15,
08.02.2017 10:00,0,70 -80%.,8,16.1,
08.02.2017 04:00,2,The sky is not visible due to fog and/or other meteorological phenomena.,1.6,15.6,0.8
07.02.2017 22:00,2,100%.,6,15.6,1
07.02.2017 16:00,3,100%.,16,15,
07.02.2017 10:00,5,100%.,4,15.6,6
07.02.2017 04:00,2,100%.,1.6,15,3
06.02.2017 22:00,3,100%.,11,14.4,
06.02.2017 16:00,4,70 -80%.,16,13.9,0.8
06.02.2017 10:00,6,100%.,3.2,12.2,21
06.02.2017 04:00,4,100%.,3.2,12.2,3
05.02.2017 22:00,3,100%.,16,11.7,
05.02.2017 16:00,2,100%.,16,11.7,
05.02.2017 10:00,0,100%.,16,11.1,
05.02.2017 04:00,2,100%.,16,10.6,
04.02.2017 22:00,4,70 -80%.,16,12.2,
04.02.2017 16:00,7,50%.,16,12.2,
04.02.2017 10:00,3,70 -80%.,16,12.8,
04.02.2017 04:00,2,100%.,4,13.3,
03.02.2017 22:00,0,70 -80%.,6,14.4,Signs of precipitation
03.02.2017 16:00,4,100%.,8,14.4,2
03.02.2017 10:00,4,100%.,1.2,12.8,5
03.02.2017 04:00,0,100%.,12,12.8,1
02.02.2017 22:00,3,70 -80%.,16,11.1,
02.02.2017 16:00,5,100%.,16,10.6,
02.02.2017 10:00,0,70 -80%.,14,8.9,
02.02.2017 04:00,2,50%.,12,9.4,
01.02.2017 22:00,3,100%.,16,10.6,
01.02.2017 16:00,4,100%.,16,11.7,
01.02.2017 10:00,3,50%.,6,10,
01.02.2017 04:00,2,20-0%.,16,6.1,
31.01.2017 22:00,2,Cloudless,16,8.9,
31.01.2017 16:00,5,20-0%.,16,10,
31.01.2017 10:00,4,50%.,16,4.4,
31.01.2017 04:00,0,50%.,16,5,
30.01.2017 22:00,0,Cloudless,16,6.1,
30.01.2017 16:00,5,70 -80%.,16,2.8,
30.01.2017 10:00,4,50%.,16,-1.7,
30.01.2017 04:00,0,20-0%.,16,-1.1,
29.01.2017 22:00,0,Cloudless,16,-1.7,
29.01.2017 16:00,2,Cloudless,16,-2.2,
29.01.2017 10:00,2,Cloudless,16,-0.6,
29.01.2017 04:00,0,Cloudless,16,-2.8,
28.01.2017 22:00,0,Cloudless,16,-0.6,
28.01.2017 16:00,3,20-0%.,16,-0.6,
28.01.2017 10:00,0,Cloudless,16,-0.6,
28.01.2017 04:00,0,Cloudless,14,1.1,
27.01.2017 22:00,2,Cloudless,16,2.2,
27.01.2017 16:00,0,20-0%.,16,-2.8,
27.01.2017 10:00,4,20-0%.,16,-3.3,
27.01.2017 04:00,2,20-0%.,16,2.2,
26.01.2017 22:00,3,20-0%.,16,-2.2,
26.01.2017 16:00,7,70 -80%.,16,5.6,
26.01.2017 10:00,3,Cloudless,16,1.7,
26.01.2017 04:00,2,20-0%.,16,3.3,
25.01.2017 22:00,0,20-0%.,16,2.8,
25.01.2017 16:00,6,20-0%.,16,5.6,
25.01.2017 10:00,2,Cloudless,16,4.4,
25.01.2017 04:00,4,20-0%.,16,3.9,
24.01.2017 22:00,2,20-0%.,16,4.4,
24.01.2017 16:00,6,70 -80%.,16,5,
24.01.2017 10:00,2,50%.,14,5.6,
24.01.2017 04:00,2,70 -80%.,16,4.4,
23.01.2017 22:00,2,Cloudless,16,3.9,
23.01.2017 16:00,11,20-0%.,16,6.1,3
23.01.2017 10:00,9,70 -80%.,12,7.8,0.5
23.01.2017 04:00,7,50%.,16,8.3,3
22.01.2017 22:00,5,100%.,16,12.2,10
22.01.2017 16:00,7,100%.,0.8,11.1,56
22.01.2017 10:00,8,100%.,8,9.4,5
22.01.2017 04:00,5,100%.,16,9.4,0.8
21.01.2017 22:00,2,70 -80%.,16,8.3,
21.01.2017 16:00,7,50%.,16,6.7,
21.01.2017 10:00,8,20-0%.,16,7.2,
21.01.2017 04:00,4,20-0%.,16,5,
20.01.2017 22:00,12,70 -80%.,16,7.2,
20.01.2017 16:00,11,100%.,16,8.3,23
20.01.2017 10:00,6,100%.,6,11.1,9
20.01.2017 04:00,2,100%.,12,10.6,2
19.01.2017 22:00,5,100%.,9,11.1,0.3
19.01.2017 16:00,11,50%.,16,10,
19.01.2017 10:00,7,70 -80%.,16,12.8,9
19.01.2017 04:00,4,100%.,4,11.7,6
18.01.2017 22:00,6,100%.,16,10.6,2
18.01.2017 16:00,7,70 -80%.,16,8.3,
18.01.2017 10:00,2,70 -80%.,9,9.4,
18.01.2017 04:00,0,50%.,14,7.8,
17.01.2017 22:00,6,20-0%.,16,11.1,
17.01.2017 16:00,4,20-0%.,16,10.6,
17.01.2017 10:00,4,20-0%.,16,5.6,
17.01.2017 04:00,2,Cloudless,16,8.3,
16.01.2017 22:00,0,Cloudless,16,11.1,
16.01.2017 16:00,7,Cloudless,16,10.6,
16.01.2017 10:00,2,70 -80%.,12,10.6,
16.01.2017 04:00,2,50%.,16,10.6,
15.01.2017 22:00,3,70 -80%.,16,11.1,
15.01.2017 16:00,5,70 -80%.,16,11.1,
15.01.2017 10:00,5,100%.,16,10.6,
15.01.2017 04:00,4,100%.,6,12.2,
14.01.2017 22:00,2,Cloudless,16,10.6,
14.01.2017 16:00,3,20-0%.,16,7.8,
14.01.2017 10:00,0,50%.,12,9.4,
14.01.2017 04:00,0,20-0%.,16,8.9,
13.01.2017 22:00,2,50%.,16,8.9,
13.01.2017 16:00,5,70 -80%.,16,10,
13.01.2017 10:00,0,50%.,12,10,
13.01.2017 04:00,2,50%.,12,8.9,
12.01.2017 22:00,5,20-0%.,16,9.4,Signs of precipitation
12.01.2017 16:00,2,70 -80%.,16,10.6,3
12.01.2017 10:00,4,100%.,8,12.2,14
12.01.2017 04:00,3,100%.,9,12.2,2
11.01.2017 22:00,3,100%.,12,12.2,
11.01.2017 16:00,4,20-0%.,12,12.2,
11.01.2017 10:00,6,70 -80%.,12,13.9,4
11.01.2017 04:00,6,100%.,16,13.9,0.5
10.01.2017 22:00,8,100%.,16,13.9,Signs of precipitation
10.01.2017 16:00,6,70 -80%.,16,12.8,1
10.01.2017 10:00,3,100%.,4,12.2,0.8
10.01.2017 04:00,0,70 -80%.,16,10,
09.01.2017 22:00,4,70 -80%.,16,13.3,
09.01.2017 16:00,4,70 -80%.,16,12.8,
09.01.2017 10:00,3,100%.,8,13.3,14
09.01.2017 07:00,5,100%.,4.8,12.8,8
09.01.2017 04:00,5,100%.,4.8,12.8,8
08.01.2017 22:00,5,70 -80%.,14,6.7,
08.01.2017 16:00,3,50%.,16,5,
08.01.2017 10:00,2,20-0%.,16,8.9,
08.01.2017 04:00,0,20-0%.,16,8.3,
07.01.2017 22:00,2,70 -80%.,16,10.6,
07.01.2017 16:00,2,70 -80%.,16,2.8,Signs of precipitation
07.01.2017 10:00,0,100%.,16,7.8,0.8
07.01.2017 04:00,3,100%.,16,2.8,Signs of precipitation
06.01.2017 22:00,2,50%.,16,10.6,
06.01.2017 16:00,4,50%.,16,11.7,
06.01.2017 10:00,2,70 -80%.,16,11.1,
06.01.2017 04:00,2,70 -80%.,16,10.6,
05.01.2017 22:00,5,20-0%.,16,11.1,
05.01.2017 16:00,6,50%.,16,13.3,
05.01.2017 10:00,3,100%.,4,13.9,4
05.01.2017 04:00,4,100%.,1.6,12.2,8
04.01.2017 22:00,2,100%.,4,12.8,0.3
04.01.2017 16:00,4,100%.,14,11.1,
04.01.2017 10:00,2,70 -80%.,16,7.8,
04.01.2017 04:00,2,100%.,16,7.2,
03.01.2017 22:00,2,70 -80%.,16,7.8,
03.01.2017 16:00,3,100%.,16,7.8,
03.01.2017 10:00,2,70 -80%.,16,7.8,
03.01.2017 04:00,0,70 -80%.,16,7.8,
02.01.2017 22:00,0,20-0%.,16,8.9,
02.01.2017 16:00,3,70 -80%.,16,7.2,
02.01.2017 10:00,3,100%.,14,7.2,
02.01.2017 04:00,3,70 -80%.,16,6.7,
01.01.2017 22:00,3,70 -80%.,16,7.8,
01.01.2017 16:00,4,50%.,16,7.2,
01.01.2017 10:00,5,20-0%.,14,6.7,
01.01.2017 04:00,0,20-0%.,14,4.4,
31.12.2016 22:00,3,50%.,16,6.7,0.5
31.12.2016 16:00,7,100%.,16,8.9,1
31.12.2016 10:00,4,100%.,16,11.1,
31.12.2016 04:00,3,70 -80%.,16,12.8,0.3
30.12.2016 22:00,4,100%.,16,13.3,Signs of precipitation
30.12.2016 16:00,7,100%.,16,12.8,Signs of precipitation
30.12.2016 10:00,3,100%.,11,11.1,5
30.12.2016 04:00,2,70 -80%.,16,12.2,
29.12.2016 22:00,0,70 -80%.,16,5,
29.12.2016 16:00,6,70 -80%.,16,8.9,
29.12.2016 10:00,4,50%.,16,0,
29.12.2016 04:00,4,Cloudless,16,0,
28.12.2016 22:00,2,Cloudless,16,1.7,
28.12.2016 16:00,5,20-0%.,16,8.9,
28.12.2016 10:00,3,50%.,16,0,
28.12.2016 04:00,3,Cloudless,16,-0.6,
27.12.2016 22:00,3,Cloudless,16,0,
27.12.2016 19:00,4,Cloudless,16,7.8,
27.12.2016 16:00,4,Cloudless,16,7.8,
27.12.2016 10:00,4,20-0%.,16,-1.7,
27.12.2016 04:00,4,Cloudless,16,-2.2,
26.12.2016 22:00,3,Cloudless,16,-1.1,
26.12.2016 16:00,5,50%.,16,0,
26.12.2016 10:00,4,70 -80%.,16,0,
26.12.2016 04:00,4,70 -80%.,16,0.6,
